"Date,""Air Quaility UCI Dataset: Date,Time,T,RH,AH,PT08.S1(CO),CO(GT)"""
20040312,21,12.1,53.3,0.7536,1598,4.4
20040312,22,11.0,59.1,0.7740,1484,3.5
20040312,23,9.7,64.6,0.7771,1677,5.4
20040313,0,9.5,64.1,0.7597,1280,2.7
20040313,1,9.1,63.9,0.7423,1196,1.9
20040313,2,8.8,63.9,0.7256,1184,1.6
20040313,3,7.8,67.5,0.7173,1172,1.7
20040313,5,8.3,63.6,0.6982,978,1
20040313,6,7.2,67.5,0.6887,1100,1.2
20040313,7,6.3,71.9,0.6932,1112,1.5
20040313,8,6.5,71.6,0.6945,1336,2.7
20040313,9,9.6,59.7,0.7124,1408,3.7
20040313,10,12.4,51.2,0.7335,1447,3.2
20040313,11,15.6,42.2,0.7451,1542,4.1
20040313,12,18.4,33.8,0.7090,1451,3.6
20040313,13,19.4,31.3,0.6950,1328,2.8
20040313,14,18.0,34.8,0.7127,1207,2
20040313,15,18.4,33.6,0.7042,1240,2
20040313,16,17.6,35.1,0.7012,1306,2.5
20040313,17,16.7,37.8,0.7117,1326,2.3
20040313,18,16.1,41.0,0.7451,1473,3.2
20040313,19,15.8,42.4,0.7569,1609,4.2
20040313,20,15.7,44.1,0.7786,1611,4.2
20040313,21,15.3,46.8,0.8091,1621,4.2
20040313,22,14.6,48.6,0.8060,1444,3.1
20040313,23,14.7,49.3,0.8193,1418,2.6
20040314,0,13.9,53.6,0.8498,1534,2.9
20040314,1,14.6,51.5,0.8536,1484,2.8
20040314,2,12.5,58.9,0.8537,1367,2.5
20040314,3,11.6,63.4,0.8674,1344,2.4
20040314,5,11.5,63.1,0.8533,1062,1.2
20040314,6,11.6,62.2,0.8473,1076,1
20040314,7,10.4,67.6,0.8530,1028,0.9
20040314,8,11.6,62.7,0.8530,1155,1.4
20040314,9,12.4,60.0,0.8627,1235,1.6
20040314,10,14.5,53.1,0.8728,1332,2.2
20040314,11,16.9,46.1,0.8789,1445,2.8
20040314,12,19.3,38.3,0.8474,1416,2.8
20040314,13,21.2,31.4,0.7812,1281,2
20040314,14,21.4,30.2,0.7616,1207,1.8
20040314,15,21.9,29.0,0.7525,1258,1.9
20040314,16,22.2,28.4,0.7516,1458,3
20040314,17,21.3,30.8,0.7696,1438,2.9
20040314,18,19.7,36.7,0.8307,1478,2.5
20040314,19,18.4,41.7,0.8732,1808,4.6
20040314,20,17.6,46.1,0.9210,1898,5.9
20040314,21,16.7,49.6,0.9320,1560,3.4
20040314,22,16.3,51.0,0.9341,1324,2.1
20040314,23,14.7,55.9,0.9314,1349,2.2
20040315,0,14.8,54.7,0.9164,1239,1.8
20040315,1,14.0,57.0,0.9094,1239,1.8
20040315,2,13.4,61.3,0.9361,1224,1.8
20040315,3,12.6,63.5,0.9230,1078,1.1
20040315,5,11.9,67.4,0.9375,1075,1
20040315,6,11.4,70.5,0.9475,1157,1.4
20040315,7,11.3,70.2,0.9401,1314,2.2
20040315,8,12.4,63.9,0.9170,1797,5.5
20040315,9,14.8,54.3,0.9076,1961,8.1
20040315,10,17.4,45.6,0.8993,1771,5.8
20040315,11,19.8,38.5,0.8801,1564,4.2
20040315,12,22.0,34.1,0.8904,1430,3.1
20040315,13,23.3,32.2,0.9096,1417,2.9
20040315,14,23.9,30.0,0.8757,1400,2.9
20040315,15,24.4,28.9,0.8736,1317,2.5
20040315,16,24.4,29.4,0.8848,1318,2.3
20040315,17,23.8,31.3,0.9137,1445,2.8
20040315,18,22.5,35.4,0.9547,1917,6.1
20040315,19,20.4,42.5,1.0086,2040,8
20040315,20,18.3,52.6,1.0945,1895,6.5
20040315,21,16.7,57.4,1.0786,1595,4.2
20040315,22,15.7,60.2,1.0654,1439,3.2
20040315,23,15.3,61.4,1.0580,1142,1.4
20040316,0,14.1,65.7,1.0494,1304,2.1
20040316,1,14.8,60.6,1.0148,1074,1.2
20040316,2,14.8,59.2,0.9879,968,0.8
20040316,3,13.6,62.1,0.9636,929,0.7
20040316,5,12.8,63.2,0.9283,937,0.6
20040316,6,11.2,68.5,0.9081,1017,0.9
20040316,7,11.0,66.5,0.8705,1171,1.3
20040316,8,11.7,63.7,0.8719,1541,3.4
20040316,9,13.6,56.3,0.8743,1539,3.7
20040316,10,17.8,42.9,0.8672,1735,5.3
20040316,11,21.4,33.3,0.8417,1571,4.1
20040316,12,24.4,27.4,0.8231,1452,3.3
20040316,13,25.3,26.1,0.8264,1579,4
20040316,14,25.8,23.2,0.7589,1466,3.8
20040316,15,27.0,20.2,0.7094,1280,2.8
20040316,16,28.2,18.6,0.7014,1407,2.9
20040316,17,28.0,19.1,0.7098,1389,2.9
20040316,18,23.9,25.7,0.7519,1447,3.4
20040316,19,21.3,34.8,0.8730,1551,3.9
20040316,20,20.4,36.7,0.8704,1474,3.2
20040316,21,19.0,41.3,0.9007,1800,5.1
20040316,22,17.9,45.9,0.9342,1379,2.6
20040316,23,16.7,48.9,0.9226,1201,1.7
20040317,0,15.5,52.9,0.9271,1205,1.7
20040317,1,15.5,51.9,0.9059,1072,1.2
20040317,2,14.1,55.6,0.8910,998,0.9
20040317,3,13.1,57.9,0.8666,933,0.7
20040317,5,11.8,58.0,0.8026,869,0.5
20040317,6,11.9,57.4,0.7978,891,0.5
20040317,7,9.9,65.2,0.7956,1173,1.6
20040317,8,11.1,60.2,0.7958,1587,4.1
20040317,9,14.1,50.0,0.8020,1852,6.6
20040317,10,17.7,40.1,0.8048,1522,4.3
20040317,11,21.1,33.4,0.8265,1438,2.9
20040317,12,24.3,28.3,0.8471,1393,2.5
20040317,13,25.6,25.6,0.8254,1452,2.8
20040317,14,25.9,25.9,0.8503,1389,2.6
20040317,15,26.8,18.7,0.6500,1207,2
20040317,16,29.3,15.8,0.6309,1365,2.9
20040317,17,28.5,14.9,0.5708,1247,2.5
20040317,18,25.9,16.0,0.5237,1557,5
20040317,19,23.1,26.5,0.7403,1973,7.6
20040317,20,20.5,38.2,0.9133,1975,6.7
20040317,21,19.1,42.6,0.9294,1795,5.7
20040317,22,17.2,44.1,0.8558,1444,2.8
20040317,23,16.0,50.9,0.9206,1488,2.6
20040318,0,14.8,53.9,0.9024,1371,2.3
20040318,1,14.3,55.4,0.8975,1161,1.4
20040318,2,14.8,52.1,0.8686,1064,1
20040318,3,13.9,53.9,0.8501,970,0.7
20040318,5,12.0,58.9,0.8233,931,0.6
20040318,6,10.9,62.1,0.8113,938,0.7
20040318,7,10.6,63.3,0.8067,1166,1.5
20040318,8,11.5,60.0,0.8117,1643,4.7
20040318,9,14.3,50.6,0.8186,1934,6.6
20040318,10,17.8,40.5,0.8210,1617,4.5
20040318,11,20.8,34.4,0.8365,1473,2.8
20040318,12,23.8,28.2,0.8219,1379,2.2
20040318,13,24.2,28.7,0.8515,1385,2.2
20040318,14,25.2,24.9,0.7829,1379,2.3
20040318,15,27.0,17.8,0.6275,1322,2.2
20040318,16,27.1,23.1,0.8180,1496,2.8
20040318,17,25.8,23.9,0.7832,1409,2.7
20040318,18,23.0,26.8,0.7446,1513,3.7
20040318,19,20.7,31.1,0.7523,1667,5.1
20040318,20,18.6,36.2,0.7676,1667,5.1
20040318,21,16.0,48.4,0.8768,1430,3.2
20040318,22,14.5,57.8,0.9456,1333,2.1
20040318,23,13.1,64.2,0.9606,1262,1.7
20040319,0,12.0,69.7,0.9735,1287,2
20040319,1,11.9,71.1,0.9915,1134,1.6
20040319,2,12.5,69.3,1.0029,999,0.9
20040319,3,12.5,67.5,0.9768,961,0.7
20040319,5,12.5,66.8,0.9620,913,0.5
20040319,6,12.3,66.3,0.9487,969,0.7
20040319,7,12.4,64.9,0.9332,1182,1.5
20040319,8,13.0,61.6,0.9209,1740,4.8
20040319,9,13.6,58.8,0.9120,1819,6.2
20040319,10,13.9,57.1,0.9032,1427,4
20040319,11,14.5,54.4,0.8917,1390,3.3
20040319,12,15.5,50.1,0.8744,1283,2.8
20040319,13,16.1,47.6,0.8655,1304,3
20040319,14,16.3,47.1,0.8640,1364,3.3
20040319,15,16.4,47.5,0.8791,1410,3.5
20040319,16,16.1,50.2,0.9094,1476,4
20040319,17,16.0,50.7,0.9142,1522,4.6
20040319,18,15.8,50.3,0.8989,1442,4.1
20040319,19,15.5,50.6,0.8840,1469,4.5
20040319,20,15.4,51.4,0.8956,1467,3.9
20040319,21,15.2,53.1,0.9117,1421,4
20040319,22,14.7,57.6,0.9573,1175,2.2
20040319,23,14.2,58.3,0.9380,1215,2.1
20040320,0,13.8,57.9,0.9085,1127,1.7
20040320,1,13.9,55.9,0.8842,1090,1.6
20040320,2,13.9,55.6,0.8765,1017,1.3
20040320,3,13.8,55.1,0.8666,997,1.3
20040320,5,13.6,55.1,0.8560,956,0.8
20040320,6,13.6,59.0,0.9129,966,0.8
20040320,7,13.5,58.4,0.8960,1064,1.1
20040320,8,13.8,58.0,0.9083,1300,2.1
20040320,9,14.6,53.1,0.8765,1348,2.4
20040320,10,15.0,52.3,0.8881,1425,2.6
20040320,11,15.4,52.1,0.9046,1474,2.8
20040320,12,16.3,50.0,0.9158,1490,2.6
20040320,13,17.1,47.9,0.9281,1495,2.6
20040320,14,19.0,42.9,0.9370,1376,2.1
20040320,15,19.5,42.3,0.9476,1305,1.7
20040320,16,19.5,42.3,0.9493,1283,1.6
20040320,17,19.1,43.8,0.9556,1392,2.1
20040320,18,18.5,46.3,0.9744,1452,2.3
20040320,19,17.4,51.6,1.0159,1633,3.5
20040320,20,17.1,51.3,0.9914,1625,3.9
20040320,21,16.4,53.8,0.9964,1535,3.3
20040320,22,16.2,55.4,1.0132,1323,2.3
20040320,23,15.9,57.7,1.0356,1309,2.1
20040321,0,15.7,58.6,1.0396,1456,2.8
20040321,1,15.1,60.9,1.0398,1300,2.1
20040321,2,15.6,56.6,0.9951,1203,1.6
20040321,3,15.2,57.9,0.9941,1195,1.6
20040321,5,14.9,60.6,1.0196,1062,1.1
20040321,6,14.5,63.0,1.0316,947,0.7
20040321,7,14.2,66.2,1.0630,1065,0.8
20040321,8,14.5,65.3,1.0704,1155,1.2
20040321,9,15.3,62.1,1.0730,1220,1.4
20040321,10,16.3,59.0,1.0868,1301,1.7
20040321,11,18.9,49.6,1.0700,1279,1.8
20040321,12,19.4,46.1,1.0249,1267,1.8
20040321,13,20.8,41.6,1.0091,1239,1.9
20040321,14,21.4,40.3,1.0126,1128,1.3
20040321,15,21.2,39.3,0.9791,1243,1.6
20040321,16,20.3,38.0,0.8942,1208,1.9
20040321,17,19.4,41.3,0.9206,1306,2.3
20040321,18,18.5,43.8,0.9252,1546,3.8
20040321,19,17.8,48.1,0.9689,1501,3.5
20040321,20,17.9,46.9,0.9520,1605,4.3
20040321,21,17.4,49.1,0.9688,1316,2.8
20040321,22,17.0,51.7,0.9914,1195,1.9
20040321,23,16.4,55.1,1.0198,1211,1.9
20040322,0,16.1,60.0,1.0919,1161,1.7
20040322,1,15.8,60.5,1.0805,1095,1.5
20040322,2,16.3,57.0,1.0491,897,0.6
20040322,3,16.9,53.9,1.0309,842,0.4
20040322,5,16.5,53.9,1.0049,845,0.3
20040322,6,16.4,54.0,0.9979,942,0.6
20040322,7,15.7,57.6,1.0195,1090,1.2
20040322,8,15.8,53.7,0.9571,1514,3.6
20040322,9,17.4,42.1,0.8281,1379,3.7
20040322,10,17.9,38.4,0.7793,1074,1.8
20040322,11,18.5,36.7,0.7764,1090,1.6
20040322,12,21.0,29.6,0.7263,1110,1.9
20040322,13,21.3,28.1,0.7067,1102,2
20040322,14,21.3,26.1,0.6539,1100,2.2
20040322,15,21.3,26.8,0.6681,1094,2.1
20040322,16,21.3,24.2,0.6060,1076,2.3
20040322,17,20.2,28.5,0.6682,1152,2.6
20040322,18,17.0,43.1,0.8264,1407,3.8
20040322,19,15.6,47.4,0.8347,1438,4.4
20040322,20,15.3,47.4,0.8178,1425,4.5
20040322,21,14.5,49.7,0.8177,1279,3.3
20040322,22,13.9,52.0,0.8231,1132,2
20040322,23,14.5,49.4,0.8106,1006,1.1
20040323,0,13.8,51.4,0.8071,982,0.9
20040323,1,14.0,51.3,0.8163,969,0.8
20040323,2,13.0,56.8,0.8444,941,0.7
20040323,3,11.0,70.0,0.9215,892,0.5
20040323,5,8.8,80.5,0.9147,834,0.3
20040323,6,9.6,75.4,0.9004,909,0.5
20040323,7,9.8,75.0,0.9093,1061,1.1
20040323,8,10.0,74.2,0.9117,1441,3
20040323,9,11.2,69.7,0.9232,1498,3.8
20040323,10,12.0,62.9,0.8803,1343,3.4
20040323,11,12.8,55.8,0.8210,1308,3
20040323,12,13.1,54.8,0.8234,1209,2.7
20040323,13,13.8,53.4,0.8351,1310,3.5
20040323,14,16.0,42.4,0.7674,1171,2.8
20040323,15,14.1,49.8,0.7971,1112,1.9
20040323,16,12.0,61.1,0.8537,1132,2
20040323,17,13.6,54.6,0.8465,1225,3
20040323,18,13.7,49.5,0.7695,1065,1.9
20040323,19,11.7,57.1,0.7822,1236,2.7
20040323,20,11.5,58.2,0.7867,1309,3.3
20040323,21,12.6,54.2,0.7881,1089,1.7
20040323,22,12.0,54.9,0.7664,1000,1.3
20040323,23,11.0,61.4,0.8057,1041,1.3
20040324,0,11.1,62.2,0.8199,1045,1.2
20040324,1,10.8,62.5,0.8082,997,1.1
20040324,2,11.3,60.0,0.8025,948,0.9
20040324,3,10.6,61.6,0.7856,878,0.6
20040324,5,10.9,58.6,0.7628,892,0.6
20040324,6,10.8,57.2,0.7382,954,0.8
20040324,7,10.4,59.2,0.7455,1045,1.2
20040324,8,11.0,57.3,0.7501,1383,3.1
20040324,9,11.2,56.9,0.7565,1597,4.4
20040324,10,12.1,54.9,0.7734,1318,3.4
20040324,11,15.1,44.3,0.7535,1138,1.7
20040324,12,15.6,40.6,0.7146,1098,1.5
20040324,13,16.9,34.6,0.6597,1118,1.7
20040324,14,16.6,35.6,0.6697,1170,2.2
20040324,16,9.6,81.1,0.9720,1390,2.7
20040324,17,11.7,69.1,0.9497,1353,2.8
20040324,18,10.7,68.5,0.8794,1260,2.7
20040324,19,10.7,67.3,0.8643,1501,4.5
20040324,20,10.8,65.7,0.8486,1273,3.5
20040324,21,10.3,66.3,0.8336,1179,2.6
20040324,22,10.1,66.9,0.8248,1047,1.7
20040324,23,10.4,61.1,0.7717,973,1.3
20040325,0,10.3,59.9,0.7516,997,1.3
20040325,1,11.0,58.4,0.7686,970,1
20040325,2,9.1,68.1,0.7890,902,0.7
20040325,3,9.5,68.2,0.8091,921,0.7
20040325,4,9.3,72.3,0.8496,858,0.5
20040325,5,9.9,66.8,0.8152,878,0.5
20040325,6,7.6,83.2,0.8695,893,0.6
20040325,7,8.1,79.0,0.8544,1038,1.1
20040325,8,8.7,74.6,0.8429,1320,2.7
20040325,9,8.6,75.1,0.8415,1353,3.5
20040325,10,9.7,69.7,0.8389,1133,2.3
20040325,11,11.0,64.4,0.8447,1066,1.6
20040325,12,13.6,53.0,0.8209,1027,1.3
20040325,13,14.2,48.4,0.7780,1106,2
20040325,14,14.2,46.3,0.7438,1038,1.9
20040325,15,16.0,41.3,0.7462,1084,1.9
20040325,16,17.7,35.4,0.7094,1105,2.2
20040325,17,17.1,37.4,0.7225,1102,2
20040325,18,14.9,40.5,0.6835,1240,2.9
20040325,19,13.4,47.8,0.7293,1443,5.2
20040325,20,12.6,52.5,0.7642,1389,4.6
20040325,21,12.2,53.2,0.7555,1183,2.5
20040325,22,10.6,56.1,0.7140,1014,1.5
20040325,23,9.9,59.5,0.7276,979,1.2
20040326,0,9.6,61.1,0.7323,1048,1.7
20040326,1,9.7,61.6,0.7425,1024,1.4
20040326,2,9.4,62.6,0.7398,974,1.2
20040326,3,8.2,68.5,0.7455,862,0.6
20040326,4,8.0,69.4,0.7459,925,0.7
20040326,5,7.7,72.4,0.7655,952,0.8
20040326,6,8.0,71.8,0.7711,1005,0.9
20040326,7,8.5,66.3,0.7375,1122,1.6
20040326,8,9.8,59.6,0.7214,1351,3.4
20040326,9,11.2,57.0,0.7544,1408,3.8
20040326,10,14.8,44.1,0.7407,1304,3.1
20040326,11,16.8,35.3,0.6729,1207,2.7
20040326,12,19.2,27.1,0.5976,1099,2
20040326,13,19.1,26.2,0.5741,1106,2.3
20040326,14,16.3,30.8,0.5683,1009,1.9
20040326,15,14.2,36.8,0.5922,962,1.3
20040326,16,13.4,41.0,0.6292,1093,1.9
20040326,17,14.2,43.3,0.6982,1180,2.3
20040326,18,12.1,45.6,0.6403,1168,2.4
20040326,19,10.4,48.0,0.6046,1168,2.7
20040326,20,10.0,51.1,0.6280,1140,2.6
20040326,21,9.8,50.8,0.6172,1001,1.5
20040326,22,9.7,50.4,0.6063,953,1.2
20040326,23,9.9,50.2,0.6103,972,1.1
20040327,0,9.4,53.4,0.6300,1021,1.5
20040327,1,8.6,57.8,0.6488,940,1
20040327,2,8.1,62.1,0.6746,1046,1.2
20040327,3,7.9,63.5,0.6777,1026,1.1
20040327,5,8.2,58.9,0.6444,915,0.8
20040327,6,6.3,66.6,0.6410,935,0.9
20040327,7,7.2,62.9,0.6396,976,1.1
20040327,8,7.2,63.9,0.6500,1124,1.5
20040327,9,11.1,50.5,0.6654,1163,1.8
20040327,10,15.5,36.1,0.6313,1167,2.1
20040327,11,17.8,29.2,0.5920,1121,2.1
20040327,12,17.6,30.1,0.6013,1071,1.9
20040327,13,19.1,26.8,0.5861,1065,2.1
20040327,14,17.7,28.6,0.5735,1157,2.5
20040327,15,17.8,28.4,0.5737,1046,1.9
20040327,16,18.7,26.0,0.5555,1147,2.2
20040327,17,17.1,31.3,0.6038,1119,2.3
20040327,18,15.8,36.1,0.6440,1210,2.7
20040327,19,14.7,40.1,0.6657,1306,3
20040327,20,13.6,44.9,0.6991,1258,2.8
20040327,21,12.5,48.1,0.6946,1148,2.2
20040327,22,11.8,50.8,0.7042,1108,1.6
20040327,23,10.9,56.1,0.7326,1231,2.1
20040328,0,10.9,55.9,0.7277,1293,2.3
20040328,1,10.3,58.1,0.7278,1274,2.3
20040328,2,9.3,62.2,0.7294,1135,1.7
20040328,3,8.2,66.7,0.7276,1151,2.2
20040328,4,8.3,64.9,0.7124,1010,1.3
20040328,5,9.6,58.5,0.7000,870,0.8
20040328,6,7.7,66.4,0.6990,983,1.1
20040328,7,7.4,68.0,0.7043,995,1.4
20040328,8,9.7,58.6,0.7035,1024,1.3
20040328,9,12.5,50.1,0.7242,1163,1.9
20040328,10,16.8,36.9,0.7018,1218,2.3
20040328,11,19.2,31.3,0.6887,1210,2.3
20040328,12,21.3,26.4,0.6607,1114,1.8
20040328,13,21.2,23.1,0.5768,995,1.4
20040328,14,18.6,25.0,0.5319,927,1
20040328,15,18.0,27.3,0.5594,1002,1.4
20040328,16,18.2,28.3,0.5848,987,1.3
20040328,17,17.0,31.4,0.6048,993,1.3
20040328,18,15.6,35.0,0.6170,1012,1.4
20040328,19,14.1,40.2,0.6438,1114,1.9
20040328,20,13.4,43.2,0.6623,1093,1.8
20040328,21,12.3,46.8,0.6686,968,1.1
20040328,22,11.9,46.5,0.6449,960,1.1
20040328,23,11.5,46.6,0.6319,942,1.1
20040329,0,10.6,48.0,0.6135,888,0.9
20040329,1,10.7,45.8,0.5895,818,0.6
20040329,2,10.4,46.6,0.5901,840,0.5
20040329,3,10.1,47.8,0.5913,894,0.7
20040329,4,11.3,46.9,0.6280,864,0.6
20040329,5,10.1,51.2,0.6341,898,0.7
20040329,6,9.9,50.7,0.6167,946,0.9
20040329,7,8.1,56.8,0.6150,1309,2.9
20040329,8,10.9,44.1,0.5748,1326,4.1
20040329,9,11.8,37.6,0.5184,966,1.5
20040329,10,13.9,33.2,0.5222,975,1.5
20040329,11,15.6,30.1,0.5285,988,1.5
20040329,12,16.5,29.0,0.5406,971,1.4
20040329,13,17.5,27.9,0.5517,1010,1.6
20040329,14,17.9,26.8,0.5446,984,1.5
20040329,15,18.2,26.1,0.5387,962,1.4
20040329,16,18.0,27.1,0.5522,1012,1.5
20040329,17,17.0,28.9,0.5558,1058,1.9
20040329,18,16.1,31.3,0.5680,1173,2.5
20040329,19,14.5,35.4,0.5839,1127,2.1
20040329,20,13.2,37.9,0.5733,1020,1.6
20040329,21,13.1,34.4,0.5170,949,1.2
20040329,22,13.5,28.5,0.4405,930,1.1
20040329,23,12.4,31.9,0.4583,900,1
20040330,0,13.1,26.8,0.4023,899,1
20040330,1,11.6,33.6,0.4595,866,0.7
20040330,2,10.5,42.9,0.5442,900,0.7
20040330,3,11.7,38.7,0.5298,949,0.8
20040330,5,12.9,33.9,0.5037,956,0.7
20040330,6,11.3,40.3,0.5376,1054,1.1
20040330,7,11.9,38.4,0.5341,1343,2.6
20040330,8,13.3,35.6,0.5416,1584,4
20040330,9,16.3,28.8,0.5305,1556,4.2
20040330,10,17.9,28.2,0.5741,1565,4.7
20040330,11,18.3,26.6,0.5529,1429,3.9
20040330,12,20.8,22.5,0.5463,1419,3.7
20040330,13,22.4,20.0,0.5352,1373,3.4
20040330,14,20.9,21.7,0.5295,1185,2.2
20040330,15,19.1,26.5,0.5790,1122,1.9
20040330,16,18.1,30.6,0.6295,1085,1.6
20040330,17,17.3,34.7,0.6788,1249,2.1
20040330,18,15.8,40.4,0.7228,1236,2.2
20040330,19,15.9,42.0,0.7541,1334,2.7
20040330,20,15.9,43.5,0.7790,1264,2.4
20040330,21,15.0,46.1,0.7833,1073,1.3
20040330,22,15.1,44.6,0.7574,1053,1.2
20040330,23,14.9,43.5,0.7302,1098,1.5
20040331,0,14.8,41.0,0.6850,1029,1.3
20040331,1,14.8,40.8,0.6814,973,1
20040331,2,14.8,40.8,0.6834,972,0.9
20040331,3,14.2,36.1,0.5823,832,0.5
20040331,4,14.5,36.1,0.5928,851,0.5
20040331,5,14.6,36.0,0.5947,909,0.6
20040331,6,14.4,38.5,0.6291,1038,1
20040331,7,13.8,58.2,0.9129,1636,3.1
20040331,8,13.2,61.1,0.9256,1580,4.1
20040331,9,10.4,74.4,0.9384,1262,2.2
20040331,10,11.5,71.0,0.9582,1197,1.7
20040331,11,12.2,70.0,0.9924,1277,1.9
20040331,12,12.3,73.3,1.0442,1430,2.9
20040331,13,11.3,78.1,1.0411,1242,2.2
20040331,14,13.6,69.2,1.0746,1349,2.6
20040331,15,14.9,59.3,0.9974,1390,3.1
20040331,16,15.7,50.9,0.8997,1224,2.3
20040331,17,15.2,52.9,0.9087,1253,2.4
20040331,18,15.5,50.8,0.8881,1312,2.8
20040331,19,14.3,52.9,0.8581,1254,2.7
20040331,20,13.2,56.0,0.8446,1198,2.3
20040331,21,12.6,57.0,0.8315,1060,1.5
20040331,22,12.3,57.8,0.8224,1050,1.4
20040331,23,12.0,58.4,0.8164,1029,1.2
20040401,0,12.0,61.6,0.8593,1143,1.6
20040401,1,11.5,63.9,0.8652,1044,1.2
20040401,2,10.7,67.2,0.8630,1034,1.1
20040401,3,9.0,73.1,0.8394,956,0.9
20040401,4,10.2,66.6,0.8299,909,0.7
20040401,5,11.0,63.7,0.8325,996,0.9
20040401,6,9.6,68.8,0.8243,1154,1.7
20040401,7,9.5,69.6,0.8273,1510,4.2
20040401,8,11.9,60.9,0.8455,1722,6.2
20040401,9,16.2,48.6,0.8892,1512,4.6
20040401,10,19.2,39.6,0.8693,1258,2.8
20040401,11,19.7,38.4,0.8743,1094,1.6
20040401,12,20.6,36.7,0.8797,1129,1.7
20040401,13,21.8,33.9,0.8771,1125,1.7
20040401,17,23.6,27.5,0.7913,1308,3.3
20040401,18,22.8,32.1,0.8814,1529,4.2
20040401,19,20.8,36.7,0.8878,1592,5.5
20040401,20,18.3,40.9,0.8493,1536,4.9
20040401,21,16.8,44.0,0.8341,1192,2.5
20040401,22,15.8,48.0,0.8569,1186,2
20040401,23,14.9,52.0,0.8757,1203,2
20040402,0,14.1,54.4,0.8701,1139,2
20040402,1,13.3,58.8,0.8922,1072,1.3
20040402,2,13.3,60.9,0.9229,954,1
20040402,3,11.8,64.3,0.8869,951,0.9
20040402,5,11.3,72.9,0.9738,968,0.7
20040402,6,11.4,71.8,0.9671,1067,1.1
20040402,7,11.9,73.7,1.0254,1386,2.6
20040402,8,12.6,70.2,1.0221,1474,3.9
20040402,9,13.6,65.3,1.0136,1569,5
20040402,10,16.9,52.3,1.0013,1375,3.3
20040402,11,19.4,44.1,0.9855,1328,2.9
20040402,12,22.9,33.8,0.9322,1341,3.1
20040402,13,23.6,31.3,0.9001,1297,3
20040402,14,24.7,30.5,0.9371,1303,2.7
20040402,15,26.1,27.3,0.9101,1281,2.7
20040402,16,27.6,22.8,0.8288,1248,2.6
20040402,17,26.9,22.3,0.7792,1382,3.7
20040402,18,24.3,30.1,0.9012,1491,4.5
20040402,19,21.2,40.1,0.9978,1620,4.7
20040402,20,19.4,42.5,0.9483,1693,5.5
20040402,21,18.5,43.0,0.9074,1374,3
20040402,22,17.8,47.0,0.9467,1287,1.9
20040402,23,16.8,53.2,1.0100,1408,2.3
20040403,0,17.1,51.8,0.9990,1254,1.6
20040403,1,16.2,54.2,0.9933,1141,1.3
20040403,2,15.1,58.2,0.9886,1141,1.2
20040403,3,15.1,57.6,0.9796,1042,0.9
20040403,4,14.5,58.0,0.9488,986,0.8
